trading_volume,quoted_spread,realized_spread
0.26409875531424476,4.426547490908344,0.872187742435997
0.2656420450413323,4.291937667955736,0.8161160795765651
0.23904615813694047,4.804739905601249,1.2311282230778207
0.24045938940092165,4.730232864206884,1.0688725857164245
0.2655492353599403,4.279456598137152,0.9252918971117549
0.2836899532379198,3.886196623032236,0.4995004995004995
0.24190533780440876,4.763098287031244,1.1704351778207023
0.23888797769394784,4.77729216359101,1.190868520425678
0.24382918094651315,4.677368243592059,1.0341124447252052
0.1979228739252575,5.88010455219947,1.6178494623655915
0.2464531820024321,4.720011162206892,1.1199162679425838
0.2491158843018278,4.6809071572144685,1.0694859533771668
0.2615181614925045,4.426930529362328,0.9143658023826209
0.23237099717935955,4.982184640191262,1.193859335951446
0.25234518328775657,4.672332232249778,1.143347050754458
0.23659174940800132,4.839689197857289,1.3507462686567164
0.24916007369675952,4.485556386474479,0.838190517616355
0.2100317514803055,5.603595801472734,1.4927477017364659
0.24819704433497536,4.679359262694025,1.0706573515401714
0.25748941287185656,4.431263815070783,0.8507614213197969
0.24792423456149454,4.717084794851014,1.1673207744636316
0.25173994228484126,4.617882663450521,0.9996628455832771
0.24876823953003602,4.603299913972361,0.8541230241858694
0.25483839752274046,4.453366016890717,0.87051452439719
0.20947787796183687,5.6401061354382165,1.3733733733733733
0.24880795373845999,4.592609334801323,0.8438328236493374
0.25470888249255164,4.480481485590478,0.8120539254559873
0.20756046020192534,5.728523166788824,1.3964932126696832
0.265792855307119,4.376283335845857,0.8226648617288725
0.24597098409368992,4.692798483301516,1.0959351904491188
0.22396544517207748,5.307438998849261,1.513624486748787
0.23571593800601434,4.941578618660963,1.2923033786625544
0.2588579291365669,4.474903294867719,0.7971207087486157
0.2710564590770858,4.13560587555353,0.7240975609756097
0.25906660887155036,4.480053695305692,0.8958914296337609
0.23851276359600443,4.99440638371197,1.0858538855281525
0.23011309442703365,5.061801900119392,1.3828754144954998
0.24169097877695783,4.83067138025411,1.1228402366863905
0.2642446005175054,4.440123336783656,0.8551159072741806
0.25431852695520124,4.533553868665846,0.8949430863967158
0.24358621533192673,4.7380965009147,1.1884258096911875
0.23957010488688207,4.823075227386195,1.2711298714047314
0.23588742476004554,4.976729486429157,1.0611494252873563
0.25445158571278054,4.500125996694702,0.8020703933747412
0.2438921205711264,4.755761973960871,1.1883130962705983
0.24784526637258228,4.693381540672461,1.132119386637459
0.2532449750807821,4.500351500644311,0.8388840830449827
0.23944570865740583,4.740774111492584,1.0995744680851063
0.23961480989540096,4.711698079339352,1.086751662971175
0.25625663904822604,4.533494214888934,0.9456143259824241
0.24632967032967032,4.741829553342191,1.0820842255531764
0.23316984244107816,4.944619063160652,1.184288905435592
0.2499534103615356,4.592074101642902,0.9586206896551724
0.2698253362778559,4.272499247083088,0.8102678571428571
0.25765076507650764,4.490773363981489,0.8043668122270743
0.2532266043081351,4.612694943762847,0.9738945125199787
0.19977083644696855,5.888272601302909,1.6099750623441396
0.25684744246159963,4.4914689230706655,0.8285271917940779
0.2609414076455877,4.52921734021289,0.9371897997603971
0.23962516733601072,4.83541069419136,1.0392613283674736
0.250301759735722,4.710821700730899,1.1130710659898477
0.25917629689965893,4.455961567539214,0.8754665095266156
0.245269215762778,4.616913909747713,0.9323921256711076
0.24248067790297048,4.77525675510397,1.1575780849974397
0.2572688051022322,4.623265491800203,0.991250455705432
0.26298472385428906,4.411654204967144,0.8323503127792672
0.2530692714400932,4.5361930903290775,0.8934135977337111
0.24500023865209297,4.6122408145685805,0.8838885641924801
0.2502817936780201,4.5842126360129765,0.9823771294301938
0.2565028901734104,4.482580933253126,0.7677139761646804
0.24015807220635296,4.774538385215082,1.3225719906993383
0.2383312883435583,5.054823974666339,1.2808896210873146
0.25513877598420626,4.535928837432407,0.9226217569412836
0.2574276683685874,4.499516721244468,0.9034756327918398
0.23653892504217883,5.005867899468676,1.1616058691664968
0.2314522066785049,5.0878129563832015,1.2387724550898203
0.24692028985507247,4.708731847942465,1.1238444607483493
0.2534650867911329,4.489419248409103,0.9199585992754873
0.2480883311044817,4.620143327450956,1.1199723565998618
0.25050926869016094,4.488453358796628,0.8206952632648913
0.2294930875576037,4.977747063807227,1.1822528208070378
0.25961752279297307,4.524850838070674,0.8074946466809422
0.24672944447955508,4.677441136607449,1.1486936475409837
0.24893306963672324,4.643814731635629,0.9586033869956094
0.24904524419283822,4.603665077324936,0.9493054302724157
0.2444284990714165,4.730238768836993,1.0469694353306855
0.2448236025948636,4.689199029789685,1.0980036297640654
0.2534515903530234,4.558052493815384,0.9896569556972936
0.22922385328400366,5.050639767948264,1.2889621659146129
0.25207615961109986,4.552692405659012,0.881478505423865
0.253382158478283,4.548672851577249,0.8594941790445604
0.24803007301380756,4.631402611654024,1.0445934129991257
0.2289979355248531,5.069075167525419,1.3648867313915858
0.2521650534895568,4.604959902134975,0.9521212121212121
0.24825414213336985,4.591433293303509,0.8876631733774591
0.23423692244129732,4.844267369101919,1.2803527682508575
0.24295573988475908,4.685204835082381,1.1432108418034923
0.2502490866821654,4.72655211647647,1.0570670205706703
0.25259886796640896,4.6103331333169475,1.0596074985354422
0.21059998486797307,5.551587802031335,1.3461469373091433
