price_discovery,best_ask_price_difference
1.964594048738662,-0.389415
2.289471015316955,0.73336
1.1171013418936215,-0.03834
2.2577810358553716,0.283905
2.6038658126797833,-0.217025
1.4272748485661246,0.321935
2.113089226280798,-0.210005
1.6292695055845412,0.025165
1.5129813400078778,0.201995
1.8745071768216601,0.06149
1.6441682692021091,0.646235
1.5564654060772938,-0.135985
1.2786133283302565,0.269575
2.4680355652472117,-0.29953
1.7224758707571648,0.89372
1.9085203786449543,0.13707
1.5844095262158093,0.572805
2.2647062921794276,0.168065
1.4646663054047142,0.615545
2.0521037650562524,0.02399
2.0705145849012565,-0.58973
2.1801145407038645,-0.121775
1.2561231993509245,0.22912
2.4986496688431874,0.308165
1.6710035681938358,0.34196
1.5492817914409027,0.3115
2.081647791373385,0.81382
1.359237876533023,0.12195
1.4375914634047002,0.9472
1.8731243813675467,0.777405
