price_discovery,best_ask_price_difference
0.2671192426621911,0.15745
0.8210730411780135,-1.2378
1.1906444321753717,0.49538
1.0962085558814938,0.42319
0.20402688109101208,1.03693
0.5284665981217608,0.133185
-0.2649157742652886,-0.00609
1.2341687281823923,0.472625
0.5617853177409788,-0.676375
0.2918361941566352,0.257515
0.746305350560228,-0.73003
-0.4085727889584079,0.124125
1.4308683566779807,-1.348515
1.1878863595832923,-1.787725
0.4672407072526113,-0.29541
1.1414406658594771,0.093175
1.5835180102118875,-0.976455
0.6695691744405469,-0.30907
2.1758697192696252,-0.02607
1.933391081269118,-0.096815
1.4321084175574645,0.6574
3.8964876717934596,-0.499435
2.2187616732756816,-1.009205
-2.18230622912465,1.691835
1.1801206923805347,-1.05655
0.4982873093764425,-0.649775
1.6993996110170715,-0.21033
0.9930579416800152,0.56438
0.4519858825652881,0.178485
2.0259113614351367,-0.09658
0.015718381894126332,-0.59139
0.7842534341583778,-1.463845
1.1602954769877656,-0.41174
-1.2150645231389001,0.59419
-0.5902232636637222,0.93596
-0.4213740168851893,-0.4082
0.23160518127092122,-1.085455
0.34365594178841147,0.60189
0.5489591526075328,0.0099
0.3315153353340243,0.22697
0.23272944151839492,-0.32985
0.372266638168308,0.228945
0.554393722528395,-0.59598
0.38741906732335624,0.149045
-0.43862690935398474,0.6743
1.7705119038177322,-1.50158
0.4164561675098034,0.188995
-0.04907683112611888,0.44629
0.3806412785073887,1.210295
0.37993628926675865,-0.14703
-2.0664487167002727,1.763075
0.6680413645138132,2.158975
0.4197763049618855,-0.651165
0.4779451097649796,-0.34326
1.2976474323645615,-0.141255
0.6345357582041892,0.318625
-0.029011835249729723,-1.56787
-0.7409611229723434,0.66571
0.4843295181715796,-0.664625
0.5977107844850552,0.81222
1.279246466161609,0.138
0.7359926954021903,0.378765
2.0567116590699888,0.901795
-0.6252306642881551,0.791885
-0.307814421125839,0.83616
-1.1742981897399534,1.071185
-1.3532858956098481,0.59203
-0.4393352195315614,0.63662
0.4728669083754628,-0.478405
0.5474126177591682,0.110725
2.2087783281723934,-1.02011
-0.5417673962016311,0.01367
1.8229579624143943,0.951695
0.5038149830882632,0.06291
0.5144121873825962,-0.655265
1.2253196140302713,-0.457495
0.45756352932938343,-0.7618
1.7947745232420576,-2.77339
1.4298524417961007,-1.182675
0.38924370083837767,0.275145
-1.7968203004562562,0.81058
-0.3102010622418896,0.273875
-1.3309107192564524,0.24319
1.1999794212107768,-1.925175
1.3765177693802055,-1.258485
0.07283221242018423,-0.809385
1.2014208101317858,-0.364965
2.0019565948456464,-0.089695
0.5413407268444489,-0.567985
-0.708318974744174,1.489445
-0.30199460905185077,0.577075
0.5549932532581071,0.10904
0.7160570174443255,-0.11046
0.7443801750660844,-1.49394
-0.9794546113579448,0.938945
-0.12977264602308164,-0.45356
-0.3928088254197125,0.68359
2.1937107948040344,-0.94785
-1.097147598296256,0.582515
0.5029503112876879,-0.72161
