price_discovery,best_ask_price_difference
0.9037324258313995,1.44314
1.0604192730908257,1.37626
1.0989264309189166,1.44677
2.060359393629282,0.942155
0.9044252538059883,1.48252
1.004939537622987,1.44401
0.886204757414492,1.50187
0.9008931495296013,1.4776
1.0570373745141688,1.464255
0.8604628080938408,1.50741
0.8269479315749768,1.442015
1.3139632598553244,1.31553
1.4187371659022316,1.18075
1.8608252264956961,1.10251
1.1484141563208472,1.45862
0.9660426985232091,1.444945
0.9614416986214225,1.46681
0.9125703286869882,1.422385
1.3641910039990655,1.113395
0.9697979296275216,1.487825
1.29938800718032,1.30037
1.0003693175549442,1.4232
0.9400325574156461,1.44516
0.9669793729401213,1.54174
2.2441072220998493,0.801665
0.9205820255842887,1.48958
0.9738321968653536,1.440655
0.801214091887565,1.3634
1.5649451725909127,1.245495
1.0662802084355452,1.442505
1.5311188492928118,1.17713
1.1896007259335857,1.2877
0.9656232325285699,1.46993
1.037412862264315,1.42518
0.8429936682318173,1.425365
0.9159964715276692,1.447185
0.9936354680578368,1.488475
1.2093565242014217,1.3029
2.329092037719877,0.842365
1.6519889087198285,1.02965
0.9766464296205479,1.48274
0.8492950200315721,1.42342
1.296259076961944,1.263545
0.93686175080631,1.399775
1.161996914672027,1.37101
2.2985114258278734,0.82243
1.0937351903401786,1.3852
2.3308209135062343,0.885215
0.8533842520384511,1.45412
1.0309274362935217,1.41993
1.0266787160259958,1.42431
1.1109745748177904,1.38387
2.1731072848883843,0.91049
0.9736767462090372,1.434155
1.1949043718907126,1.37877
1.2469735385490612,1.40636
1.0645463703002822,1.43195
0.8675915910002177,1.421995
0.8652507297789742,1.46694
1.5377887792124325,1.13975
1.1188984843991607,1.383195
1.0118214527426963,1.43424
0.9635124073185213,1.472695
1.0178953251553866,1.44946
-0.23110516219348298,2.303635
0.985417277493428,1.405565
0.565380637320249,1.559195
1.0054025477791708,1.448205
1.2089567819273654,1.36369
0.767928773876033,1.436935
1.0106963122665196,1.41198
0.9417078108744259,1.49256
0.8597135056848675,1.43947
0.9155394742103959,1.49996
1.0825146297895518,1.453575
1.0169003254067586,1.372555
0.9695584339375287,1.44646
0.779160661717089,1.449015
2.007189474876446,0.811395
0.9196488993248533,1.46112
0.9395657733068183,1.46354
0.9181274961805417,1.44138
0.8967139244426574,1.48702
0.9031465734326238,1.477805
1.8776526830345706,0.810435
2.6640136262596865,0.17896
0.9322131893125869,1.496315
2.524157688205479,0.572925
0.9308269089097938,1.494495
0.8701217078387877,1.41853
1.0474835409905212,1.42665
0.9322414591832833,1.46512
0.968392656217173,1.45185
1.0337761694645013,1.451105
0.8099174489459815,1.46195
0.9283414687286027,1.50031
0.9531937655821463,1.4134
1.0403850882416024,1.444975
1.5483146314619296,1.097595
-1.1471510307024528,2.756875
