price_discovery,best_ask_price_difference
0.8429116881971555,0.590035
0.5858187380291973,1.208925
0.4557240031477212,1.208985
0.45812839264951055,1.238155
0.49030498094367303,1.191235
0.47919292353595155,1.217765
0.46372450347594474,1.20308
0.8344994934069225,0.583545
0.4603075135432433,1.21492
0.7966301566639823,0.7483
0.8877869484797117,0.410405
0.5367150998302369,1.136305
0.5994428643816858,0.97855
0.49354804886717996,1.179015
0.8709554699068988,0.374675
0.4563083318824288,1.21766
0.45872136465672075,1.19853
0.5050794600523616,1.244005
0.5607235255259045,1.063365
0.5045122595386462,1.171935
0.4810367870163412,1.19034
0.9785216071229075,0.75882
0.47304400577286154,1.225835
0.8837326600738793,0.549105
0.6903329805020073,0.860065
0.45306021067830127,1.2175
0.5112401245524267,1.14402
0.8930321851005915,0.353625
0.45676157265562023,1.21328
0.4867460870623952,1.176025
0.470044222533033,1.220245
0.4175796199081532,1.230265
0.4667828862314156,1.153785
0.44668392229444986,1.21191
0.7782708087831501,0.71915
0.4537955531862432,1.213435
0.4519835902654237,1.22078
0.44640864505442956,1.219085
1.9891006084381524,-0.05126
0.7134145050544816,1.298605
0.4664124709305537,1.21268
0.727358249334902,0.824755
0.49572423987495084,1.19617
0.9064737656062829,0.4288
0.5176116563514058,1.139385
0.5028615440234518,1.15913
0.8670433978452425,0.42596
0.7803870947230194,0.714575
0.504314576426143,1.170895
1.5365182886483828,0.13555
0.5277835616259243,1.1304
1.4409032845830938,0.156345
0.4837128326684552,1.22972
0.44236139722493917,1.221155
0.4506317638989663,1.210485
1.6482525713024543,-0.1309
0.8660889396002689,0.41083
0.8800359450777637,0.560605
0.45733789072741904,1.214565
0.7995936155907009,0.670785
0.45874052820681266,1.21628
0.5620910086476347,1.18411
0.9164576233401316,0.38563
0.49790865273129725,1.152885
0.4901257902227174,1.18402
0.5713588542349872,1.115145
0.4985701069610844,1.178495
0.49498391865540325,1.17643
0.4691502690405003,1.229685
0.9118050201978432,0.48748
0.4603442174765773,1.206125
0.4700560558494842,1.193335
0.8385074004688549,0.418815
0.45012083423233773,1.210855
0.47073047825461956,1.22967
0.7639545532677099,0.65774
0.45964681174678534,1.221555
0.894180239127341,0.396135
0.44216990259870514,1.22634
0.47512738897636675,1.22081
0.4843677614451074,1.22255
0.8622681511166814,0.51455
0.6149771448475491,1.093685
0.4661451311563589,1.22621
0.473388880038939,1.194905
0.4784429811082649,1.21957
0.4515060292831412,1.208635
0.8782174778144074,0.45387
0.8236461362476213,0.682335
0.5482193077036024,1.165065
0.651695966875144,1.0483
-0.047077487443460075,1.25277
-0.4349078104997459,1.86419
0.5353251258863279,1.22516
0.48167718279942506,1.227025
0.7542842959071971,0.68614
1.3001607715910495,0.34336
0.41735348403845696,1.227145
0.4912629623897231,1.221745
0.4542606258820807,1.233055
