price_discovery,best_ask_price_difference
0.47037711573034735,1.163415
0.24902409638022305,1.42028
0.0872584889411665,1.46556
0.9247652386298234,1.092595
0.1521196146192365,1.4875
0.1601872225474512,1.45609
1.0814813415806772,1.073225
0.15018856530307856,1.555345
0.7316878094424462,1.148635
0.12741995823329888,1.34765
0.214702742484697,1.44194
0.13372206935525677,1.46859
0.3009483713891834,1.30684
0.16472205847365484,1.505445
0.22703201735684497,1.48894
0.3326650453597557,1.429815
0.12668305756827158,1.45658
0.30109603433814236,1.292145
0.14640772293026405,1.477515
0.6675064543827952,1.21564
1.0256336738013458,1.014885
0.7329263893988359,1.15864
0.742236878188274,0.657995
0.10919124306860062,1.460475
0.7341403769614061,1.53767
0.09430377006147772,1.48869
0.22951904896958397,1.41065
0.08701235345732039,1.48936
1.0238398274784202,1.018305
0.44093431925757853,1.33509
